baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
nbisL1-transcript-1001	94.1653760964483	-4.21257089584816	0.765881744727206	-5.50028894780435	0.0000000379169363907929	0.0000155232990832139
nbisL1-transcript-10027	73.1668443391594	-4.8321265181132	0.933620820176818	-5.17568418964569	0.00000022707728235643	0.0000625566079628083
nbisL1-transcript-10032	20.6693858315913	-2.70772631770576	0.818808914527632	-3.30690869342554	0.000943316339638459	0.0274120495929747
nbisL1-transcript-10094	2719.2602490094	-0.594626010712613	0.144364106919091	-4.11893249231176	0.0000380631627526084	0.00303239959042875
nbisL1-transcript-1013	213.129751516034	3.14807575407151	0.702624345762595	4.4804535639236	0.00000744845844086253	0.000889358620947433
nbisL1-transcript-10164	21.0793555512709	3.48546097798187	0.939919288010241	3.70825561560759	0.00020869193578664	0.0103388440187946
nbisL1-transcript-10166	182.610316695334	-1.66250299182158	0.441180461193419	-3.76830602906667	0.000164359128842333	0.00876096571588688
nbisL1-transcript-10227	6.65963198328896	43.4706498002346	2.54845258566775	17.0576647353415	0.0000000000000000000000000000000000000000000000000000000000000000306567913389609	0.000000000000000000000000000000000000000000000000000000000000451835119149275
nbisL1-transcript-10237	42.1718097571456	-4.60080952186903	1.11347431559153	-4.13194041159797	0.0000359713683768663	0.00292101384475176
nbisL1-transcript-10238	2027.80409097381	-0.37044159743742	0.119044708573293	-3.11178549535738	0.0018595956623561	0.042891472096456
nbisL1-transcript-10312	1253.41970715171	-0.413218609151123	0.105903808306822	-3.90182955417388	0.000095468373705318	0.00602715203538087
nbisL1-transcript-10353	5904.2344509515	-0.914456155648833	0.196709157139151	-4.6487726801755	0.00000333915968962455	0.000477807816364383
nbisL1-transcript-10367	543.260930068704	-0.846522133329881	0.258842960218012	-3.27040817574059	0.00107392401540654	0.029920659926407
nbisL1-transcript-10395	390.126420254316	0.84435138329766	0.25343726125681	3.33159922542752	0.000863485109378201	0.0260255118293878
nbisL1-transcript-10409	5950.32660548511	0.694732955644189	0.200666583541735	3.46212579783967	0.000535926594749676	0.0190331424499231
nbisL1-transcript-10462	335.177254624469	1.48414858052939	0.324740250483548	4.57026370559069	0.00000487110877542514	0.000646782312491923
nbisL1-transcript-10464	22.0384672619646	-2.24721112992323	0.731915800695453	-3.07031372705436	0.00213834024989008	0.0467595367552002
nbisL1-transcript-10514	423.505326808038	-0.599711745245307	0.186374900195942	-3.21777097996999	0.00129190927699733	0.0338846379192255
nbisL1-transcript-10524	33.4085536893271	1.51914789599873	0.498911487778767	3.04492466742392	0.00232738597765985	0.0493556521319996
nbisL1-transcript-10546	4693.02560532727	-1.34601776157581	0.321313195677144	-4.18911448295541	0.0000280045101481797	0.00240667331089765
nbisL1-transcript-10579	72.6859280914272	1.36820348455873	0.367526756366172	3.72273164023894	0.000197078959877085	0.0100069939343112
nbisL1-transcript-10583	1005.12466426125	-0.313892301952378	0.0904561730044666	-3.47010371461192	0.000520257430754425	0.0186338132276406
nbisL1-transcript-10593	547.533334272442	1.65694362634023	0.480099606331497	3.45124970837021	0.000557997042996463	0.0195982200337416
nbisL1-transcript-10617	1263.99816489924	1.46465945244569	0.445261650587416	3.28943543759815	0.00100388584590473	0.0285319525173009
nbisL1-transcript-10637	70.5980515313707	2.21804176074915	0.626695374849983	3.53926620454172	0.000401241010668094	0.0157584405650313
nbisL1-transcript-10665	1392.49388148148	-0.485239911637706	0.139798701080528	-3.47099013000267	0.000518543058951199	0.0186106274731931
nbisL1-transcript-10677	382.374910158328	-0.705161152329368	0.206280061918681	-3.41846490528665	0.000629754385326667	0.0212394393778881
nbisL1-transcript-10689	58.4972987342838	3.00542205756024	0.623350803907026	4.82139758017944	0.00000142555908911976	0.000267864947501478
nbisL1-transcript-1069	69.0772071274572	9.22261916136436	1.41547844152445	6.51554901212887	0.0000000000724242698453032	0.0000000821096231626924
nbisL1-transcript-10690	63.6199369862738	2.36726946505211	0.615684546514763	3.84493890329494	0.000120582478430401	0.00713226113747374
nbisL1-transcript-10692	309.120037093636	1.23234714128535	0.405170500946391	3.04155198467523	0.00235361919861109	0.0497330703350962
nbisL1-transcript-10693	58.9453721940209	2.23460729134997	0.505487470355036	4.42069768768049	0.00000983827334246897	0.00111112177515693
nbisL1-transcript-10694	80.488951958323	2.60059717781604	0.53520494784298	4.85906789221054	0.00000117939688422291	0.000233322697692878
nbisL1-transcript-10695	148.560582191398	2.54604236886044	0.690868383360578	3.68527845560941	0.000228452731330347	0.0109854831344611
nbisL1-transcript-10696	738.501108948136	2.43433421223564	0.533908553595592	4.55945909808277	0.00000512855440561393	0.000663045606202991
nbisL1-transcript-10697	108.649534009392	1.55191159752276	0.426461881548183	3.6390394186905	0.000273656912646811	0.0121484711055573
nbisL1-transcript-1070	75.8580652930902	5.34013697610731	0.834263484639932	6.40101967115594	0.000000000154342684268072	0.000000142173728255311
nbisL1-transcript-1072	1534.19651897232	3.26066227851178	0.877083652623164	3.71761834661934	0.000201109783240431	0.0100654957874285
nbisL1-transcript-1073	49.4928901203428	1.87362124320516	0.563906924891355	3.32257179421257	0.000891917157894373	0.026423157852515
nbisL1-transcript-10731	108.296188774078	-3.161689844945	0.955690744690357	-3.30827714144013	0.000938718638114833	0.0273424993040622
nbisL1-transcript-10738	59.0609054229377	1.337979048281	0.435098362119536	3.07511855885454	0.00210418890948996	0.0464260303031703
nbisL1-transcript-1074	12.5178140097173	4.1482059125047	1.3289709943586	3.12136677934551	0.00180013675419885	0.041979929670506
