baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
nbisL1-transcript-10002	386.625662095573	-0.37622779646864	0.124488468423661	-3.02218993640645	0.00250953030296573	0.0316371062691722
nbisL1-transcript-1001	94.1653760964483	4.86548216333879	0.80672609155861	6.03114516097848	0.00000000162801865158238	0.000000515910542167239
nbisL1-transcript-10012	256.010451523677	1.78356477320379	0.622332052053274	2.86593751248909	0.00415776306228246	0.0441982545868692
nbisL1-transcript-10027	73.1668443391594	4.75696328209192	0.983124803652062	4.83861587503539	0.00000130746460793901	0.000106959842451097
nbisL1-transcript-10031	19.0318405273546	2.41537678221756	0.714622339432209	3.37993461572536	0.00072503075649363	0.0127567186276809
nbisL1-transcript-10032	20.6693858315913	2.43964798055955	0.861148041661009	2.83301809042483	0.00461107763664886	0.0475724784959952
nbisL1-transcript-10040	250.340452189895	-0.711893487977365	0.229577667508454	-3.1008830070597	0.0019294450675515	0.0261295293561125
nbisL1-transcript-10041	220.369359260225	-0.730371704459513	0.220696682348556	-3.3093914085487	0.000934990275357014	0.0154404181237646
nbisL1-transcript-10079	196.525198425214	1.44788553388929	0.469218873596908	3.0857359227479	0.00203049069515891	0.0271919022040217
nbisL1-transcript-10111	7.15970949636001	3.37402829023191	1.0986220009165	3.07114575114754	0.00213239031828975	0.0282178507833463
nbisL1-transcript-1013	213.129751516034	-3.91432005885977	0.746158915751919	-5.24596031250962	0.000000155470369751297	0.0000200877059285956
nbisL1-transcript-10135	175.110874917266	-7.54856098095285	2.17448432486382	-3.47142579720623	0.000517702388014031	0.010158634522751
nbisL1-transcript-10138	8.25429445030125	-18.1890331134794	4.76672973990481	-3.81583058112344	0.000135725609137399	0.0037903705594447
nbisL1-transcript-10141	83.2881157344609	-19.6889040031395	4.50260595262529	-4.37277972140993	0.0000122674485904899	0.000602465807205054
nbisL1-transcript-10144	40.2436466017315	-3.49043642328885	1.03685139683696	-3.36638059603995	0.000761615467010781	0.0131499358866164
nbisL1-transcript-10148	461.991805419257	1.05607718655626	0.321711536527469	3.28268360518086	0.00102824001099374	0.0165014341227263
nbisL1-transcript-10164	21.0793555512709	-2.88617932876167	0.920079866056121	-3.13687912890991	0.00170756507160208	0.0238765659454624
nbisL1-transcript-10166	182.610316695334	1.86314098693166	0.466274727399221	3.99580092475493	0.0000644758986692925	0.00216876751892631
nbisL1-transcript-10172	37.1712084978768	-3.96670979763143	1.01961992464621	-3.89038081911532	0.000100087025306136	0.0030161360328741
nbisL1-transcript-10187	373.750047546329	0.727530325303934	0.224333679435667	3.24307222675662	0.00118248230669303	0.0182544796666204
nbisL1-transcript-10198	154.634811581517	-21.3066873106225	2.13893789054346	-9.96133988033138	0.0000000000000000000000225009499457847	0.0000000000000000000752656775686499
nbisL1-transcript-10201	1335.91220482445	0.686330422741099	0.220435410194915	3.11352165305123	0.00184868944168024	0.0253206531582274
nbisL1-transcript-10204	138.178153202216	-1.84683741193089	0.450316515321101	-4.10119848838765	0.0000411015805709434	0.00151637632731403
nbisL1-transcript-10219	554.265834359809	-0.565768866485331	0.170294816206706	-3.32229059631853	0.000892816576091365	0.0148992477955823
nbisL1-transcript-10220	1084.9426955127	-1.05489485346493	0.261588593883901	-4.03264851040528	0.0000551517392716257	0.00190700198278763
nbisL1-transcript-10223	356.19626378198	-4.71594453065291	1.28204657527623	-3.67845023854676	0.000234655460464785	0.00568784431343991
nbisL1-transcript-10226	5.26493025638623	3.21244486406471	0.923715281617544	3.47774355149707	0.000505653446405142	0.0100017720131582
nbisL1-transcript-10227	6.65963198328896	-17.9010238068008	2.72187064494975	-6.57673568728	0.0000000000480888490864552	0.0000000258520500312095
nbisL1-transcript-10234	1740.73717897329	1.12009065470331	0.341335211476647	3.28149753392772	0.00103257427416195	0.0165466493380704
nbisL1-transcript-10237	42.1718097571456	5.15063655933478	1.1727778166455	4.39182638538232	0.0000112402441048989	0.000565865466183915
nbisL1-transcript-10238	2027.80409097381	0.436663729630693	0.125928644312484	3.46754888067515	0.000525228207980533	0.0102343011011352
nbisL1-transcript-10299	7.99547597067364	-3.45291584073523	1.08245600786404	-3.18989022708526	0.00142326844172319	0.02084529757918
nbisL1-transcript-10300	49.2406936006343	-2.25932622573922	0.761219195924832	-2.96803632624409	0.00299708907886381	0.0354249574869238
nbisL1-transcript-10301	75.959292093815	-3.03641943421409	0.896581203989391	-3.38666416461037	0.000707479345102088	0.0125360009913469
nbisL1-transcript-10302	778.423123282768	-0.932627015777069	0.258566688833354	-3.6069109288016	0.000309863967964877	0.00698760655848886
nbisL1-transcript-10360	29.1313673203021	-2.90547444167661	0.916268179035606	-3.17098695355184	0.0015192196611928	0.0217894749405475
nbisL1-transcript-10361	10.1766534871901	-3.81250648871763	1.2011507459638	-3.17404497439534	0.0015033039521576	0.0216251988911068
nbisL1-transcript-10369	10.5337326119612	2.76100578009326	0.929561349893893	2.9702243756245	0.00297582310300424	0.0352983272324439
nbisL1-transcript-10380	11.9726828132715	-3.45674738642783	1.21553442006096	-2.84380872263122	0.00445778002629682	0.0465008550560172
nbisL1-transcript-10383	12.1319473410981	-6.58837643078966	1.89437747922868	-3.4778582954186	0.000505437048865591	0.0100017720131582
nbisL1-transcript-10409	5950.32660548511	-0.744255769786129	0.21277419690807	-3.49786666147158	0.000468995546059742	0.00948227730969007
nbisL1-transcript-10462	335.177254624469	-1.44428261433198	0.343301062707994	-4.20704382019483	0.000025873298604007	0.00105544126622443
nbisL1-transcript-105	216.497932305891	1.25918044952515	0.401000975888155	3.14009322978892	0.00168894076301129	0.023693391781139
